CountyCode,CountyName,DistrictCode,DistrictName,StudentGroup,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,ChronicAbs,RequiresTargetedSupImp,Year
07,CAMDEN,0150,AUDUBON BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,White,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Hispanic,Met Target†,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Black or African American,Met Target,Not Met,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Districtwide,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,Exceeds Target,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Hispanic,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Black or African American,Met Target,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Target†,Met Target†,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Two or More Races,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Economically Disadvantaged Students,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Students with Disabilities,Not Met,Not Met,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0260,BELLMAWR BORO,English Learners,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,Exceeds Target,Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Hispanic,Met Target,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Black or African American,Met Target,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,Students with Disabilities,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0330,BERLIN BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Hispanic,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Black or African American,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target†,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Economically Disadvantaged Students,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,Students with Disabilities,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0340,BERLIN TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Districtwide,Met Target,Met Target,Met Target,Met Target,NA,NA,Not Met,Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,White,Met Target,Met Target,Met Target,Met Target,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Hispanic,Met Target,Met Target,Met Target,Not Met,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Black or African American,Met Target,Met Target,Met Target,Not Met,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target†,Not Met,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Economically Disadvantaged Students,Met Target,Met Target,Met Target,Not Met,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Students with Disabilities,Not Met,Not Met,Met Target,Not Met,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,English Learners,Not Met,Met Target,NA,NA,NA,NA,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,White,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Hispanic,Not Met,Met Target†,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Black or African American,Met Target†,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Students with Disabilities,Met Target†,Met Target†,NA,NA,Not Met,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Districtwide,Not Met,Not Met,Not Met,Met Target,Not Met,Not Met,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,White,Met Target,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Hispanic,Not Met,Not Met,Not Met,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Black or African American,Not Met,Not Met,Met Target,Met Target,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Economically Disadvantaged Students,Not Met,Not Met,Met Target,Met Target,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,Students with Disabilities,Not Met,Not Met,Not Met,Met Target,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0680,CAMDEN CITY,English Learners,Not Met,Not Met,Met Target,Not Met,Not Met,Not Met,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Districtwide,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,White,Met Target†,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Hispanic,Met Target,Met Target,Met Target,Met Goal,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Black or African American,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Two or More Races,Met Target,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Economically Disadvantaged Students,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Students with Disabilities,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Districtwide,Met Target,Met Target†,Not Met,Not Met,Met Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,White,Met Target,Met Target,Not Met,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Hispanic,Met Target,Not Met,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Black or African American,Met Target,Not Met,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Not Met,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Two or More Races,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Economically Disadvantaged Students,Met Target,Not Met,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Students with Disabilities,Met Target,Met Target†,Not Met,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,English Learners,Met Target,Met Target†,NA,NA,Exceeds Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Districtwide,Met Target,Not Met,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,White,Met Goal,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Hispanic,Met Target,Not Met,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Black or African American,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0880,CLEMENTON BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Districtwide,Met Target,Met Target,Met Target,Met Target,Met Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,White,Met Target,Met Target,Met Target,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Hispanic,Met Target,Met Target,Met Target,Met Target,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Black or African American,Met Target,Met Target†,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,"Asian, Native Hawaiian, or Pacific Islander",Not Met,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Two or More Races,Met Target†,Met Target†,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Economically Disadvantaged Students,Met Target,Not Met,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Students with Disabilities,Met Target†,Met Target†,Met Target,Met Goal,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,English Learners,Met Target†,Not Met,NA,NA,NA,NA,Met Target†,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Districtwide,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,White,Met Target,Met Target,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Hispanic,Met Target,Met Target†,Not Met,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Black or African American,Met Target,Met Target†,Met Target,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target†,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Two or More Races,Met Target,Met Target,Met Goal,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Economically Disadvantaged Students,Met Target,Met Target,Met Target,Met Goal,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Students with Disabilities,Not Met,Met Target†,Met Target,Met Target,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Districtwide,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,White,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Hispanic,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Students with Disabilities,Met Target†,Met Target†,NA,NA,Met Standard,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Districtwide,Met Target,Not Met,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,White,Met Target,Not Met,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Black or African American,Met Target†,Not Met,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,"Asian, Native Hawaiian, or Pacific Islander",Met Target†,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Economically Disadvantaged Students,Met Target,Not Met,Met Target,Met Goal,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Students with Disabilities,Not Met,Not Met,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,English Learners,Met Target,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,Met Target†,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Black or African American,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Two or More Races,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Students with Disabilities,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,English Learners,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,Met Target†,Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Districtwide,Not Met,Met Target,NA,NA,Exceeds Standard,Met Standard,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Hispanic,Not Met,Met Target†,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Black or African American,Not Met,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION","Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Economically Disadvantaged Students,Not Met,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Students with Disabilities,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",English Learners,Not Met,Not Met,NA,NA,Met Standard,Met Standard,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Districtwide,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Hispanic,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Black or African American,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.","Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Students with Disabilities,Met Target,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",Districtwide,Not Met,Not Met,NA,NA,Met Standard,Met Standard,Not Met,Not Met,NA,NA,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",Hispanic,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
